date,country,D,H,I,M,S
2021-10-26,Japan,25,0,0,97,0
2021-10-26,Sweden,1,0,0,7,1
2021-10-27,Afghanistan,3,0,0,34,0
2021-10-27,Japan,25,0,0,97,0
2021-10-27,Sweden,1,0,0,7,1
2021-10-28,Afghanistan,3,0,0,34,0
2021-10-28,Japan,25,0,0,97,0
2021-10-28,Sweden,1,0,0,7,1
2021-10-29,Afghanistan,3,0,0,34,0
2021-10-29,Japan,25,0,0,97,0
2021-10-29,Sweden,1,0,0,8,0
2021-10-30,Afghanistan,3,0,0,34,0
2021-10-30,Japan,25,0,0,97,0
2021-10-30,Sweden,1,0,0,8,0
2021-10-31,Afghanistan,3,0,0,34,0
2021-10-31,Japan,25,0,0,97,0
2021-10-31,Sweden,1,0,0,8,0
2021-11-01,Afghanistan,3,0,0,34,0
2021-11-01,Japan,25,0,0,97,0
2021-11-01,Sweden,1,0,0,8,0
2021-11-02,Afghanistan,3,0,0,34,0
2021-11-02,Japan,25,0,0,97,0
2021-11-02,Sweden,1,0,0,8,0
2021-11-03,Afghanistan,3,0,0,34,0
2021-11-03,Japan,25,0,0,97,0
2021-11-03,Sweden,1,0,0,8,0
2021-11-04,Afghanistan,3,0,0,34,0
2021-11-04,Japan,25,0,0,97,0
2021-11-04,Sweden,1,0,0,8,0
2021-11-05,Afghanistan,3,0,0,34,0
2021-11-05,Japan,25,0,0,97,0
2021-11-05,Sweden,1,0,0,8,0
2021-11-06,Afghanistan,3,0,0,34,0
2021-11-06,Japan,25,0,0,97,0
2021-11-06,Sweden,1,0,0,8,0
2021-11-07,Afghanistan,3,0,0,34,0
2021-11-07,Japan,25,0,0,97,0
2021-11-07,Sweden,1,0,0,8,0
2021-11-08,Afghanistan,3,0,0,34,0
2021-11-08,Japan,25,0,0,97,0
2021-11-08,Sweden,1,0,0,8,0
2021-11-09,Afghanistan,3,0,0,34,0
2021-11-09,Japan,25,0,0,97,0
2021-11-09,Sweden,1,0,0,8,0
2021-11-10,Afghanistan,3,0,0,34,0
2021-11-10,Japan,25,0,0,97,0
2021-11-10,Sweden,1,0,0,8,0
2021-11-11,Afghanistan,3,0,0,34,0
2021-11-11,Japan,25,0,0,97,0
2021-11-11,Sweden,1,0,0,8,0
2021-11-12,Afghanistan,3,0,0,34,0
2021-11-12,Japan,25,0,0,97,0
2021-11-12,Sweden,1,0,0,8,0
2021-11-13,Afghanistan,3,0,0,34,0
2021-11-13,Japan,25,0,0,97,0
2021-11-13,Sweden,1,0,0,8,0
2021-11-14,Afghanistan,3,0,0,34,0
2021-11-14,Japan,25,0,0,97,0
2021-11-14,Sweden,1,0,0,8,0
2021-11-15,Afghanistan,3,0,0,34,0
2021-11-15,Japan,25,0,0,97,0
2021-11-15,Sweden,1,0,0,8,0
2021-11-16,Afghanistan,3,0,0,34,0
2021-11-16,Japan,25,0,0,97,0
2021-11-16,Sweden,1,0,0,8,0
2021-11-17,Afghanistan,3,0,0,34,0
2021-11-17,Japan,25,0,0,97,0
2021-11-17,Sweden,1,0,0,8,0
2021-11-18,Afghanistan,3,0,0,34,0
2021-11-18,Japan,25,0,0,97,0
2021-11-18,Sweden,1,0,0,8,0
2021-11-19,Afghanistan,3,0,0,34,0
2021-11-19,Japan,25,0,0,97,0
2021-11-19,Sweden,1,0,0,8,0
2021-11-20,Afghanistan,3,0,0,34,0
2021-11-20,Japan,25,0,0,97,0
2021-11-20,Sweden,1,0,0,8,0
2021-11-21,Afghanistan,3,0,0,34,0
2021-11-21,Japan,25,0,0,97,0
2021-11-21,Sweden,1,0,0,8,0
2021-11-22,Afghanistan,3,0,0,34,0
2021-11-22,Japan,25,0,0,97,0
2021-11-22,Sweden,1,0,0,8,0
2021-11-23,Afghanistan,3,0,0,34,0
2021-11-23,Japan,25,0,0,97,0
2021-11-23,Sweden,1,0,0,8,0
2021-11-24,Afghanistan,3,0,0,34,0
2021-11-24,Japan,25,0,0,97,0
2021-11-24,Sweden,1,0,0,8,0
2021-11-25,Afghanistan,3,0,0,34,0
2021-11-25,Japan,25,0,0,97,0
2021-11-25,Sweden,1,0,0,8,0
2021-11-26,Afghanistan,3,0,0,34,0
2021-11-26,Japan,25,0,0,97,0
2021-11-26,Sweden,1,0,0,8,0
2021-11-27,Afghanistan,3,0,0,34,0
2021-11-27,Japan,25,0,0,97,0
2021-11-27,Sweden,1,0,0,8,0
2021-11-28,Afghanistan,3,0,0,34,0
2021-11-28,Japan,25,0,0,97,0
2021-11-28,Sweden,1,0,0,8,0
2021-11-29,Afghanistan,3,0,0,34,0
2021-11-29,Japan,25,0,0,97,0
2021-11-29,Sweden,1,0,0,8,0
2021-11-30,Afghanistan,3,0,0,34,0
2021-11-30,Japan,25,0,0,97,0
2021-11-30,Sweden,1,0,0,8,0
2021-12-01,Afghanistan,3,0,0,34,0
2021-12-01,Japan,25,0,0,97,0
2021-12-01,Sweden,1,0,0,8,0
2021-12-02,Afghanistan,3,0,0,34,0
2021-12-02,Japan,25,0,0,97,0
2021-12-02,Sweden,1,0,0,8,0
2021-12-03,Afghanistan,3,0,0,34,0
2021-12-03,Japan,25,0,0,97,0
2021-12-03,Sweden,1,0,0,8,0
2021-12-04,Afghanistan,3,0,0,34,0
2021-12-04,Japan,25,0,0,97,0
2021-12-04,Sweden,1,0,0,8,0
2021-12-05,Afghanistan,3,0,0,34,0
2021-12-05,Japan,25,0,0,97,0
2021-12-05,Sweden,1,0,0,8,0
2021-12-06,Afghanistan,3,1,0,33,0
2021-12-06,Japan,25,2,0,95,0
2021-12-06,Sweden,1,0,0,8,0
2021-12-07,Afghanistan,3,0,1,33,0
2021-12-07,Japan,25,3,0,94,0
2021-12-07,Sweden,1,1,0,7,0
2021-12-08,Afghanistan,3,0,1,33,0
2021-12-08,Japan,25,6,0,91,0
2021-12-08,Sweden,1,0,1,7,0
2021-12-09,Afghanistan,3,1,1,32,0
2021-12-09,Japan,25,8,3,86,0
2021-12-09,Sweden,1,0,1,7,0
2021-12-10,Afghanistan,3,1,1,32,0
2021-12-10,Japan,25,8,7,82,0
2021-12-10,Sweden,1,0,1,7,0
2021-12-11,Afghanistan,3,1,1,32,0
2021-12-11,Japan,25,8,9,80,0
2021-12-11,Sweden,1,1,1,6,0
2021-12-12,Afghanistan,3,1,1,32,0
2021-12-12,Japan,25,11,10,76,0
2021-12-12,Sweden,1,0,1,6,1
2021-12-13,Afghanistan,3,1,2,31,0
2021-12-13,Japan,25,8,12,74,3
2021-12-13,Sweden,1,0,1,6,1
2021-12-14,Afghanistan,3,1,2,31,0
2021-12-14,Japan,25,7,9,76,5
2021-12-14,Sweden,1,0,1,6,1
2021-12-15,Afghanistan,3,0,2,31,1
2021-12-15,Japan,25,6,10,74,7
2021-12-15,Sweden,1,0,1,6,1
2021-12-16,Afghanistan,3,0,2,31,1
2021-12-16,Japan,25,4,12,73,8
2021-12-16,Sweden,1,0,0,6,2
2021-12-17,Afghanistan,3,0,1,32,1
2021-12-17,Japan,25,4,8,75,10
2021-12-17,Sweden,1,0,0,6,2
2021-12-18,Afghanistan,3,0,1,32,1
2021-12-18,Japan,25,4,8,74,11
2021-12-18,Sweden,1,0,0,6,2
2021-12-19,Afghanistan,3,0,0,33,1
2021-12-19,Japan,25,4,6,75,12
2021-12-19,Sweden,1,0,0,6,2
2021-12-20,Afghanistan,3,2,0,31,1
2021-12-20,Japan,25,5,5,73,14
2021-12-20,Sweden,1,0,0,6,2
2021-12-21,Afghanistan,3,4,0,29,1
2021-12-21,Japan,25,9,6,67,15
2021-12-21,Sweden,1,0,0,6,2
2021-12-22,Afghanistan,3,5,0,28,1
2021-12-22,Japan,25,13,11,57,16
2021-12-22,Sweden,1,1,0,5,2
2021-12-23,Afghanistan,3,6,0,27,1
2021-12-23,Japan,25,15,14,51,17
2021-12-23,Sweden,1,2,0,4,2
2021-12-24,Afghanistan,3,5,2,26,1
2021-12-24,Japan,25,15,14,51,17
2021-12-24,Sweden,1,0,2,4,2
2021-12-25,Afghanistan,3,3,4,26,1
2021-12-25,Japan,25,18,14,47,18
2021-12-25,Sweden,1,0,2,4,2
2021-12-26,Afghanistan,3,4,4,25,1
2021-12-26,Japan,25,17,12,48,20
2021-12-26,Sweden,1,0,2,5,1
2021-12-27,Afghanistan,3,3,5,25,1
2021-12-27,Japan,27,13,14,50,18
2021-12-27,Sweden,1,0,2,5,1
2021-12-28,Afghanistan,3,4,3,25,2
2021-12-28,Japan,28,9,16,52,17
2021-12-28,Sweden,1,0,0,5,3
2021-12-29,Afghanistan,3,5,1,26,2
2021-12-29,Japan,28,7,18,53,16
2021-12-29,Sweden,1,0,0,5,3
2021-12-30,Afghanistan,3,4,2,26,2
2021-12-30,Japan,28,5,17,56,16
2021-12-30,Sweden,1,0,0,6,2
2021-12-31,Afghanistan,3,2,3,27,2
2021-12-31,Japan,29,3,13,61,16
2021-12-31,Sweden,1,0,0,6,2
2022-01-01,Afghanistan,3,2,3,27,2
2022-01-01,Japan,29,3,9,62,19
2022-01-01,Sweden,1,0,0,6,2
2022-01-02,Afghanistan,3,2,3,27,2
2022-01-02,Japan,29,2,6,66,19
2022-01-02,Sweden,1,0,0,6,2
2022-01-03,Afghanistan,3,3,2,27,2
2022-01-03,Japan,29,6,3,65,19
2022-01-03,Sweden,1,0,0,6,2
2022-01-04,Afghanistan,3,5,0,26,3
2022-01-04,Japan,29,2,5,66,20
2022-01-04,Sweden,1,1,0,5,2
2022-01-05,Afghanistan,3,7,0,24,3
2022-01-05,Japan,30,7,6,60,19
2022-01-05,Sweden,1,1,0,5,2
2022-01-06,Afghanistan,3,5,2,24,3
2022-01-06,Japan,30,4,9,60,19
2022-01-06,Sweden,1,1,0,5,2
2022-01-07,Afghanistan,3,3,4,24,3
2022-01-07,Japan,30,4,12,57,19
2022-01-07,Sweden,1,1,0,5,2
2022-01-08,Afghanistan,3,5,4,22,3
2022-01-08,Japan,30,3,10,57,22
2022-01-08,Sweden,1,1,0,5,2
2022-01-09,Afghanistan,3,2,7,22,3
2022-01-09,Japan,31,6,9,56,20
2022-01-09,Sweden,1,2,1,3,2
2022-01-10,Afghanistan,3,2,5,24,3
2022-01-10,Japan,31,6,8,56,21
2022-01-10,Sweden,1,1,2,3,2
2022-01-11,Afghanistan,3,3,4,25,2
2022-01-11,Japan,31,6,6,57,22
2022-01-11,Sweden,2,0,3,4,0
2022-01-12,Afghanistan,3,4,4,25,1
2022-01-12,Japan,31,5,5,59,22
2022-01-12,Sweden,2,0,3,4,0
2022-01-13,Afghanistan,3,5,1,26,2
2022-01-13,Japan,31,6,5,59,21
2022-01-13,Sweden,2,0,2,4,1
2022-01-14,Afghanistan,3,5,1,26,2
2022-01-14,Japan,31,5,4,62,20
2022-01-14,Sweden,2,0,1,4,2
2022-01-15,Afghanistan,3,5,0,26,3
2022-01-15,Japan,32,5,4,65,16
2022-01-15,Sweden,2,0,0,5,2
2022-01-16,Afghanistan,3,5,1,25,3
2022-01-16,Japan,32,4,4,67,15
2022-01-16,Sweden,2,0,0,5,2
2022-01-17,Afghanistan,3,7,2,22,3
2022-01-17,Japan,32,4,4,69,13
2022-01-17,Sweden,2,0,0,5,2
2022-01-18,Afghanistan,3,7,2,23,2
2022-01-18,Japan,33,4,2,71,12
2022-01-18,Sweden,2,0,0,5,2
2022-01-19,Afghanistan,3,9,2,21,2
2022-01-19,Japan,33,5,1,71,12
2022-01-19,Sweden,2,0,0,5,2
2022-01-20,Afghanistan,3,8,2,22,2
2022-01-20,Japan,34,5,0,71,12
2022-01-20,Sweden,2,0,0,5,2
2022-01-21,Afghanistan,3,8,3,21,2
2022-01-21,Japan,34,4,1,71,12
2022-01-21,Sweden,2,0,0,5,2
2022-01-22,Afghanistan,3,6,5,21,2
2022-01-22,Japan,35,4,1,74,8
2022-01-22,Sweden,2,0,0,5,2
2022-01-23,Afghanistan,3,4,7,21,2
2022-01-23,Japan,35,4,1,74,8
2022-01-23,Sweden,2,0,0,5,2
2022-01-24,Afghanistan,3,3,7,21,3
2022-01-24,Japan,36,3,2,75,6
2022-01-24,Sweden,2,0,0,5,2
2022-01-25,Afghanistan,3,4,5,21,4
2022-01-25,Japan,37,3,1,76,5
2022-01-25,Sweden,2,0,0,5,2
2022-01-26,Afghanistan,3,4,3,21,6
2022-01-26,Japan,37,2,2,77,4
2022-01-26,Sweden,2,0,0,5,2
2022-01-27,Afghanistan,3,4,1,23,6
2022-01-27,Japan,37,2,2,77,4
2022-01-27,Sweden,2,0,0,6,1
2022-01-28,Afghanistan,3,4,0,23,7
2022-01-28,Japan,37,2,1,79,3
2022-01-28,Sweden,2,0,0,7,0
2022-01-29,Afghanistan,3,4,0,24,6
2022-01-29,Japan,37,2,1,79,3
2022-01-29,Sweden,2,0,0,7,0
2022-01-30,Afghanistan,3,4,0,24,6
2022-01-30,Japan,37,0,2,80,3
2022-01-30,Sweden,2,0,0,7,0
2022-01-31,Afghanistan,3,4,0,24,6
2022-01-31,Japan,37,1,2,79,3
2022-01-31,Sweden,2,0,0,7,0
2022-02-01,Afghanistan,3,3,1,24,6
2022-02-01,Japan,37,1,2,80,2
2022-02-01,Sweden,2,0,0,7,0
2022-02-02,Afghanistan,3,3,1,24,6
2022-02-02,Japan,37,0,3,80,2
2022-02-02,Sweden,2,0,0,7,0
2022-02-03,Afghanistan,3,1,3,24,6
2022-02-03,Japan,37,0,1,83,1
2022-02-03,Sweden,2,0,0,7,0
2022-02-04,Afghanistan,3,1,3,24,6
2022-02-04,Japan,37,0,1,83,1
2022-02-04,Sweden,2,0,0,7,0
2022-02-05,Afghanistan,3,1,2,24,7
2022-02-05,Japan,37,0,1,83,1
2022-02-05,Sweden,2,0,0,7,0
2022-02-06,Afghanistan,3,1,2,24,7
2022-02-06,Japan,37,1,0,82,2
2022-02-06,Sweden,2,0,0,7,0
2022-02-07,Afghanistan,3,1,0,26,7
2022-02-07,Japan,37,1,0,82,2
2022-02-07,Sweden,2,0,0,7,0
2022-02-08,Afghanistan,3,1,0,27,6
2022-02-08,Japan,37,1,0,83,1
2022-02-08,Sweden,2,0,0,7,0
2022-02-09,Afghanistan,3,1,0,29,4
2022-02-09,Japan,37,1,0,83,1
2022-02-09,Sweden,2,0,0,7,0
2022-02-10,Afghanistan,3,1,0,30,3
2022-02-10,Japan,37,1,0,83,1
2022-02-10,Sweden,2,0,0,7,0
2022-02-11,Afghanistan,3,1,0,31,2
2022-02-11,Japan,37,1,0,83,1
2022-02-11,Sweden,2,0,0,7,0
2022-02-12,Afghanistan,3,1,0,31,2
2022-02-12,Japan,37,1,0,83,1
2022-02-12,Sweden,2,0,0,7,0
2022-02-13,Afghanistan,3,1,0,31,2
2022-02-13,Japan,37,1,0,83,1
2022-02-13,Sweden,2,0,0,7,0
2022-02-14,Afghanistan,3,1,0,31,2
2022-02-14,Japan,37,0,1,83,1
2022-02-14,Sweden,2,0,0,7,0
2022-02-15,Afghanistan,3,0,1,31,2
2022-02-15,Japan,37,0,1,83,1
2022-02-15,Sweden,2,0,0,7,0
2022-02-16,Afghanistan,3,0,1,31,2
2022-02-16,Japan,37,0,1,83,1
2022-02-16,Sweden,2,0,0,7,0
2022-02-17,Afghanistan,3,0,1,31,2
2022-02-17,Japan,37,0,1,83,1
2022-02-17,Sweden,2,0,0,7,0
2022-02-18,Afghanistan,3,0,1,31,2
2022-02-18,Japan,37,0,0,83,2
2022-02-18,Sweden,2,0,0,7,0
2022-02-19,Afghanistan,3,0,0,33,1
2022-02-19,Japan,37,0,0,83,2
2022-02-19,Sweden,2,0,0,7,0
2022-02-20,Afghanistan,3,0,0,33,1
2022-02-20,Japan,37,0,0,84,1
2022-02-20,Sweden,2,0,0,7,0
2022-02-21,Afghanistan,3,0,0,34,0
2022-02-21,Japan,37,0,0,84,1
2022-02-21,Sweden,2,0,0,7,0
2022-02-22,Afghanistan,3,0,0,34,0
2022-02-22,Japan,37,0,0,84,1
2022-02-22,Sweden,2,0,0,7,0
2022-02-23,Afghanistan,3,0,0,34,0
2022-02-23,Japan,37,0,0,84,1
2022-02-23,Sweden,2,0,0,7,0
2022-02-24,Afghanistan,3,0,0,34,0
2022-02-24,Japan,37,0,0,84,1
2022-02-24,Sweden,2,0,0,7,0
2022-02-25,Afghanistan,3,0,0,34,0
2022-02-25,Japan,37,0,0,84,1
2022-02-25,Sweden,2,0,0,7,0
2022-02-26,Afghanistan,3,0,0,34,0
2022-02-26,Japan,37,0,0,84,1
2022-02-26,Sweden,2,1,0,6,0
2022-02-27,Afghanistan,3,0,0,34,0
2022-02-27,Japan,37,0,0,84,1
2022-02-27,Sweden,2,1,0,6,0
2022-02-28,Afghanistan,3,0,0,34,0
2022-02-28,Japan,37,0,0,84,1
2022-02-28,Sweden,2,1,0,6,0
2022-03-01,Afghanistan,3,0,0,34,0
2022-03-01,Japan,37,0,0,84,1
2022-03-01,Sweden,2,1,0,6,0
2022-03-02,Afghanistan,3,0,0,34,0
2022-03-02,Japan,37,0,0,84,1
2022-03-02,Sweden,2,1,0,6,0
2022-03-03,Afghanistan,3,0,0,34,0
2022-03-03,Japan,37,0,0,84,1
2022-03-03,Sweden,2,1,0,6,0
2022-03-04,Afghanistan,3,0,0,34,0
2022-03-04,Japan,37,0,0,85,0
2022-03-04,Sweden,2,1,0,6,0
2022-03-05,Afghanistan,3,0,0,34,0
2022-03-05,Japan,37,0,0,85,0
2022-03-05,Sweden,2,1,0,6,0
2022-03-06,Afghanistan,3,0,0,34,0
2022-03-06,Japan,37,0,0,85,0
2022-03-06,Sweden,2,1,0,6,0
2022-03-07,Afghanistan,3,0,0,34,0
2022-03-07,Japan,37,0,0,85,0
2022-03-07,Sweden,2,1,0,6,0
2022-03-08,Afghanistan,3,0,0,34,0
2022-03-08,Japan,37,0,0,85,0
2022-03-08,Sweden,2,0,1,6,0
2022-03-09,Afghanistan,3,0,0,34,0
2022-03-09,Japan,37,0,0,85,0
2022-03-09,Sweden,2,0,1,6,0
2022-03-10,Afghanistan,3,0,0,34,0
2022-03-10,Japan,37,0,0,85,0
2022-03-10,Sweden,2,0,1,6,0
2022-03-11,Afghanistan,3,0,0,34,0
2022-03-11,Japan,37,0,0,85,0
2022-03-11,Sweden,2,0,1,6,0
2022-03-12,Afghanistan,3,0,0,34,0
2022-03-12,Japan,37,0,0,85,0
2022-03-12,Sweden,2,0,0,7,0
2022-03-13,Afghanistan,3,0,0,34,0
2022-03-13,Japan,37,0,0,85,0
2022-03-13,Sweden,2,0,0,7,0
2022-03-14,Afghanistan,3,0,0,34,0
2022-03-14,Japan,37,0,0,85,0
2022-03-14,Sweden,2,0,0,7,0
2022-03-15,Afghanistan,3,0,0,34,0
2022-03-15,Japan,37,0,0,85,0
2022-03-15,Sweden,2,0,0,7,0
2022-03-16,Afghanistan,3,0,0,34,0
2022-03-16,Japan,37,0,0,85,0
2022-03-16,Sweden,2,0,0,7,0
2022-03-17,Afghanistan,3,0,0,34,0
2022-03-17,Japan,37,0,0,85,0
2022-03-17,Sweden,2,0,0,7,0
2022-03-18,Afghanistan,3,0,0,34,0
2022-03-18,Japan,37,0,0,85,0
2022-03-18,Sweden,2,0,0,7,0
2022-03-19,Afghanistan,3,0,0,34,0
2022-03-19,Japan,37,0,0,85,0
2022-03-19,Sweden,2,0,0,7,0
2022-03-20,Afghanistan,3,0,0,34,0
2022-03-20,Japan,37,0,0,85,0
2022-03-20,Sweden,2,0,0,7,0
2022-03-21,Afghanistan,3,0,0,34,0
2022-03-21,Japan,37,0,0,85,0
2022-03-21,Sweden,2,0,0,7,0
2022-03-22,Afghanistan,3,0,0,34,0
2022-03-22,Japan,37,0,0,85,0
2022-03-22,Sweden,2,0,0,7,0
2022-03-23,Afghanistan,3,0,0,34,0
2022-03-23,Japan,37,0,0,85,0
2022-03-23,Sweden,2,0,0,7,0
2022-03-24,Afghanistan,3,0,0,34,0
2022-03-24,Japan,37,0,0,85,0
2022-03-24,Sweden,2,0,0,7,0
2022-03-25,Afghanistan,3,0,0,34,0
2022-03-25,Japan,37,0,0,85,0
2022-03-25,Sweden,2,0,0,7,0
2022-03-26,Afghanistan,3,0,0,34,0
2022-03-26,Japan,37,0,0,85,0
2022-03-26,Sweden,2,0,0,7,0
2022-03-27,Afghanistan,3,0,0,34,0
2022-03-27,Japan,37,0,0,85,0
2022-03-27,Sweden,2,0,0,7,0
2022-03-28,Afghanistan,3,0,0,34,0
2022-03-28,Japan,37,0,0,85,0
2022-03-28,Sweden,2,0,0,7,0
2022-03-29,Afghanistan,3,0,0,34,0
2022-03-29,Japan,37,0,0,85,0
2022-03-29,Sweden,2,0,0,7,0
2022-03-30,Afghanistan,3,0,0,34,0
2022-03-30,Japan,37,0,0,85,0
2022-03-30,Sweden,2,0,0,7,0
2022-03-31,Afghanistan,3,0,0,34,0
2022-03-31,Japan,37,0,0,85,0
2022-03-31,Sweden,2,0,0,7,0
2022-04-01,Afghanistan,3,0,0,34,0
2022-04-01,Japan,37,0,0,85,0
2022-04-01,Sweden,2,0,0,7,0
2022-04-02,Afghanistan,3,0,0,34,0
2022-04-02,Japan,37,0,0,85,0
2022-04-02,Sweden,2,0,0,7,0
2022-04-03,Afghanistan,3,0,0,34,0
2022-04-03,Japan,37,0,0,85,0
2022-04-03,Sweden,2,0,0,7,0
2022-04-04,Afghanistan,3,0,0,34,0
2022-04-04,Japan,37,0,0,85,0
2022-04-04,Sweden,2,0,0,7,0
2022-04-05,Afghanistan,3,0,0,34,0
2022-04-05,Japan,37,0,0,85,0
2022-04-05,Sweden,2,0,0,7,0
2022-04-06,Afghanistan,3,0,0,34,0
2022-04-06,Japan,37,0,0,85,0
2022-04-06,Sweden,2,0,0,7,0
2022-04-07,Afghanistan,3,0,0,34,0
2022-04-07,Japan,37,0,0,85,0
2022-04-07,Sweden,2,0,0,7,0
2022-04-08,Afghanistan,3,0,0,34,0
2022-04-08,Japan,37,0,0,85,0
2022-04-08,Sweden,2,0,0,7,0
2022-04-09,Afghanistan,3,0,0,34,0
2022-04-09,Japan,37,0,0,85,0
2022-04-09,Sweden,2,0,0,7,0
2022-04-10,Afghanistan,3,1,0,33,0
2022-04-10,Japan,37,0,0,85,0
2022-04-10,Sweden,2,0,0,7,0
2022-04-11,Afghanistan,3,1,0,33,0
2022-04-11,Japan,37,0,0,85,0
2022-04-11,Sweden,2,0,0,7,0
2022-04-12,Afghanistan,3,1,0,33,0
2022-04-12,Japan,37,0,0,85,0
2022-04-12,Sweden,2,0,0,7,0
2022-04-13,Afghanistan,3,0,1,33,0
2022-04-13,Japan,37,2,0,83,0
2022-04-13,Sweden,2,0,0,7,0
2022-04-14,Afghanistan,3,0,1,33,0
2022-04-14,Japan,37,1,1,83,0
2022-04-14,Sweden,2,0,0,7,0
2022-04-15,Afghanistan,3,0,1,33,0
2022-04-15,Japan,37,1,1,83,0
2022-04-15,Sweden,2,0,0,7,0
2022-04-16,Afghanistan,3,1,1,32,0
2022-04-16,Japan,37,4,1,80,0
2022-04-16,Sweden,2,0,0,7,0
2022-04-17,Afghanistan,3,1,0,33,0
2022-04-17,Japan,37,2,3,80,0
2022-04-17,Sweden,2,0,0,7,0
2022-04-18,Afghanistan,3,2,0,32,0
2022-04-18,Japan,37,4,2,78,1
2022-04-18,Sweden,2,0,0,7,0
2022-04-19,Afghanistan,3,2,0,32,0
2022-04-19,Japan,37,4,3,77,1
2022-04-19,Sweden,2,0,0,7,0
2022-04-20,Afghanistan,3,2,0,32,0
2022-04-20,Japan,37,3,4,77,1
2022-04-20,Sweden,2,0,0,7,0
2022-04-21,Afghanistan,3,1,1,32,0
2022-04-21,Japan,37,2,3,78,2
2022-04-21,Sweden,2,0,0,7,0
2022-04-22,Afghanistan,3,1,1,32,0
2022-04-22,Japan,37,2,3,78,2
2022-04-22,Sweden,2,0,0,7,0
2022-04-23,Afghanistan,3,1,1,32,0
2022-04-23,Japan,37,4,2,77,2
2022-04-23,Sweden,2,0,0,7,0
2022-04-24,Afghanistan,3,0,2,32,0
2022-04-24,Japan,37,4,2,77,2
2022-04-24,Sweden,2,0,0,7,0
2022-04-25,Afghanistan,3,0,1,32,1
2022-04-25,Japan,37,6,3,73,3
2022-04-25,Sweden,2,1,0,6,0
2022-04-26,Afghanistan,3,0,1,32,1
2022-04-26,Japan,37,8,5,69,3
2022-04-26,Sweden,2,1,0,6,0
2022-04-27,Afghanistan,3,1,1,31,1
2022-04-27,Japan,37,9,6,67,3
2022-04-27,Sweden,2,0,1,6,0
2022-04-28,Afghanistan,3,3,0,30,1
2022-04-28,Japan,37,11,6,64,4
2022-04-28,Sweden,2,0,1,6,0
2022-04-29,Afghanistan,3,2,1,30,1
2022-04-29,Japan,37,11,8,62,4
2022-04-29,Sweden,2,1,1,5,0
2022-04-30,Afghanistan,3,3,1,29,1
2022-04-30,Japan,37,11,11,58,5
2022-04-30,Sweden,2,0,2,5,0
